vehicle_type,second_vehicle_type,date,time,road_has_pavement,distance_to_nearest_traffic_tight,speed_limit,estimated_speed_of_collision,seat_belt_used,injury_sustained,lethal,land_use,city
Motorbike,Motorbike,11/04/18,17:53,0,14,40,43,N/A,1,0,Transport,Nairobi
Car,Car,18/07/18,10:42,0,19,60,63,1,1,0,Transport,Mombasa
Motorbike,Bicycle,11/05/18,19:34,1,19,40,33,N/A,1,1,Residential,Mombasa
Motorbike,Pedestrian,21/04/18,19:52,0,33,40,30,N/A,1,0,Commercial,Eldoret
Pedestrian,Pedestrian,10/04/18,16:38,1,10,20,15,N/A,1,0,Industrial,Nairobi
Car,Car,26/02/18,08:31,1,15,60,59,1,1,0,Residential,Kehancha
Car,Motorbike,20/01/18,08:14,1,22,70,72,1,1,0,Residential,Nairobi
Car,Car,25/05/18,19:26,1,17,50,50,1,1,0,Commercial,Mombasa
Car,Car,02/04/18,19:57,1,4,40,43,1,0,0,Residential,Nairobi
Motorbike,Car,02/12/18,09:51,0,25,50,51,1,1,0,Agricultural,Nairobi
Pedestrian,Motorbike,01/08/18,17:17,1,20,20,12,N/A,1,0,Transport,Nairobi
Car,Motorbike,05/11/18,01:31,0,12,40,45,0,1,0,Agricultural,Kisumu
Car,Bicycle,28/07/18,09:21,1,19,40,30,1,1,0,Residential,Nairobi
Car,Car,27/06/18,18:58,1,27,70,69,1,1,0,Residential,Nairobi
Bicycle,Bicycle,05/06/18,18:22,0,21,30,40,N/A,1,0,Agricultural,Nairobi
Car,Car,23/11/18,08:46,1,20,50,52,1,1,0,Commercial,Nairobi
Car,Car,01/06/18,17:08,1,13,40,40,0,1,0,Commercial,Eldoret
Car,Bicycle,19/06/18,17:10,1,18,30,20,0,0,0,Commercial,Nairobi
Car,Car,21/05/18,19:32,1,11,50,58,1,1,0,Commercial,Nairobi
Bicycle,Bicycle,19/06/18,08:21,0,25,30,37,N/A,1,0,Transport,Nairobi
Motorbike,Pedestrian,14/04/18,18:02,1,10,40,41,N/A,1,0,Residential,Kehancha
Pedestrian,Pedestrian,10/05/18,19:27,0,6,20,33,N/A,1,0,Industrial,Kikuyu
Car,Car,18/02/18,17:03,1,20,70,74,1,1,0,Residential,Mombasa
Motorbike,Motorbike,04/01/18,19:58,0,24,20,25,N/A,1,0,Agricultural,Nairobi
Pedestrian,Pedestrian,06/01/18,15:22,1,18,20,22,N/A,0,0,Commercial,Nairobi
Motorbike,Bicycle,10/10/18,20:12,0,29,20,14,N/A,1,0,Agricultural,Kikuyu
Motorbike,Motorbike,15/08/18,04:50,0,1,80.0,74.0,N/A,1,0,Residential,Nairobi
Car,Car,13/10/18,20:18,0,15,60,68,1,1,0,Residential,Mombasa
Bicycle,Bicycle,20/12/18,21:47,0,18,30,39,N/A,1,0,Agricultural,Nairobi
Car,Car,04/11/18,18:10,1,18,40,42,1,0,0,Commercial,Nairobi
Bicycle,Pedestrian,17/12/18,17:41,0,16,30,33,N/A,0,0,Commercial,Kisumu
Bicycle,Car,06/09/18,18:41,1,17,20,22,1,0,0,Residential,Nakuru
Bicycle,Bicycle,28/02/18,22:27,1,22,30,41,N/A,1,0,Commercial,Mombasa
Motorbike,Car,10/01/18,19:36,0,22,60,64,0,1,1,Agricultural,Nairobi
Car,Car,19/08/18,19:51,0,13,50,44,1,1,0,Agricultural,Nairobi
Car,Car,22/04/18,14:41,0,7,30,41,1,1,0,Agricultural,Nairobi
Bicycle,Motorbike,13/02/18,17:20,0,20,30,23,N/A,1,0,Residential,Kisumu
Motorbike,Bicycle,14/09/18,18:54,1,16,20,33,N/A,1,0,Commercial,Nairobi
Bicycle,Motorbike,05/08/18,14:03,0,29,20,25,N/A,1,0,Residential,Kisumu
Motorbike,Pedestrian,03/05/18,19:11,0,39,40,48,N/A,1,0,Agricultural,Nairobi
Car,Car,24/08/18,17:37,1,21,40,43,1,0,0,Residential,Nairobi
Car,Bicycle,17/10/18,09:43,1,34,40,39,1,1,0,Residential,Mombasa
Pedestrian,Bicycle,19/02/18,09:29,0,4,30,37,N/A,0,0,Residential,Nairobi
Car,Car,26/08/18,07:25,0,10,50,63,1,1,0,Residential,Kikuyu
Bicycle,Pedestrian,24/05/18,19:35,1,36,20,16,N/A,1,0,Transport,Kisumu
Car,Car,09/09/18,17:52,0,11,50,43,1,1,0,Transport,Nairobi
Car,Car,02/12/18,08:10,1,26,60,58,1,1,0,Commercial,Nairobi
Car,Car,17/10/18,09:13,1,9,30,34,1,1,0,Commercial,Nakuru
Motorbike,Car,08/02/18,07:56,1,20,60,68,1,1,1,Residential,Nairobi
Pedestrian,Car,09/04/18,10:28,0,4,20,16,1,0,0,Commercial,Nairobi
Car,Bicycle,09/07/18,19:10,0,0,50,41,1,1,1,Residential,Nairobi
Pedestrian,Pedestrian,15/10/18,18:11,0,21,30,17,N/A,0,0,Agricultural,Nairobi
Motorbike,Car,08/01/18,19:37,1,3,70,78,1,1,0,Residential,Kisumu
Car,Car,20/10/18,17:51,1,21,60,71,1,1,0,Residential,Nairobi
Car,Car,25/05/18,20:34,0,11,50,46,0,1,0,Agricultural,Kehancha
Bicycle,Bicycle,01/05/18,17:30,0,39,20,18,N/A,1,0,Residential,Nairobi
Car,Car,28/07/18,10:59,0,14,60,57,1,1,0,Residential,Mombasa
Car,Motorbike,15/12/18,19:21,0,7,70,60,1,1,1,Residential,Mombasa
Car,Car,11/09/18,17:28,0,24,50,50,0,1,0,Commercial,Mombasa
Car,Bicycle,04/02/18,10:21,1,7,40,28,1,1,0,Commercial,Nairobi
Car,Car,02/01/18,09:19,0,8,40,39,0,1,0,Residential,Nairobi
Car,Motorbike,17/11/18,06:47,1,10,40,38,0,1,0,Commercial,Kikuyu
Bicycle,Bicycle,02/02/18,19:04,0,7,20,18,N/A,1,0,Residential,Eldoret
Pedestrian,Pedestrian,18/03/18,06:00,0,10,30,19,N/A,1,0,Residential,Mombasa
Pedestrian,Bicycle,22/01/18,17:58,0,30,40,37,N/A,0,0,Residential,Kisumu
Car,Car,08/02/18,08:48,1,22,40,52,1,1,0,Residential,Nairobi
Bicycle,Car,12/02/18,15:48,0,12,40,49,1,1,0,Industrial,Nairobi
Bicycle,Pedestrian,23/04/18,10:25,0,15,20,21,N/A,1,0,Residential,Nairobi
Bicycle,Car,13/10/18,08:54,1,33,50,40,1,1,1,Transport,Mombasa
Car,Motorbike,22/05/18,17:45,0,11,20,10,1,1,0,Agricultural,Mombasa
Bicycle,Pedestrian,15/07/18,10:03,0,17,20,5,N/A,0,0,Residential,Nairobi
Motorbike,Car,07/07/18,17:39,1,8,60,67,1,1,0,Commercial,Mombasa
Pedestrian,Car,21/11/18,08:04,0,10,20,20,1,1,0,Transport,Nairobi
Motorbike,Motorbike,11/04/18,17:24,0,34,40,43,N/A,1,0,Industrial,Mombasa
Motorbike,Motorbike,05/02/18,18:22,1,8,20,19,N/A,1,0,Agricultural,Nairobi
Bicycle,Pedestrian,14/09/18,07:59,1,9,40,43,N/A,1,0,Residential,Nairobi
Car,Motorbike,27/12/18,10:54,0,0,40,28,1,1,0,Agricultural,Nairobi
Motorbike,Car,12/01/18,11:32,0,17,40,31,1,1,0,Residential,Nairobi
Pedestrian,Motorbike,26/12/18,20:55,0,20,40,36,N/A,1,0,Agricultural,Nairobi
Car,Car,02/07/18,20:40,0,26,50,38,0,1,0,Commercial,Kikuyu
Bicycle,Pedestrian,06/04/18,00:13,1,12,30,33,N/A,1,0,Residential,Nakuru
Car,Car,04/01/18,20:34,1,13,50,44,1,1,0,Residential,Nairobi
Motorbike,Motorbike,15/04/18,19:05,0,6,20,25,N/A,1,0,Agricultural,Nairobi
Motorbike,Car,03/04/18,20:26,0,4,40,54,0,1,0,Residential,Mombasa
Pedestrian,Pedestrian,22/10/18,17:12,1,1,20,19,N/A,0,0,Residential,Nairobi
Car,Car,07/07/18,07:41,0,30,60,70,0,1,0,Residential,Kikuyu
Pedestrian,Pedestrian,03/09/18,12:51,1,29,20,5,N/A,0,0,Commercial,Nairobi
Bicycle,Pedestrian,12/09/18,09:18,0,13,30,24,N/A,1,0,Agricultural,Nairobi
Motorbike,Car,13/02/18,19:23,1,14,60,55,1,1,0,Commercial,Nairobi
Car,Motorbike,06/04/18,17:16,1,8,70,73,1,1,0,Residential,Nairobi
Pedestrian,Pedestrian,25/02/18,20:02,1,15,30,30,N/A,0,0,Transport,Nairobi
Bicycle,Car,24/09/18,18:37,0,14,30,19,1,1,0,Agricultural,Nairobi
Car,Motorbike,26/04/18,18:45,0,13,50,50,1,1,0,Residential,Nairobi
Car,Car,22/01/18,18:56,0,32,60,68,0,1,0,Industrial,Eldoret
Pedestrian,Pedestrian,15/08/18,19:13,1,11,20,22,N/A,0,0,Residential,Nairobi
Bicycle,Motorbike,07/07/18,16:09,0,11,20,16,N/A,1,0,Agricultural,Kehancha
Motorbike,Car,13/07/18,18:13,0,16,60,68,1,1,0,Agricultural,Nairobi
Car,Car,03/03/18,19:55,0,8,70,77,1,1,0,Residential,Nairobi
Motorbike,Pedestrian,12/02/18,15:06,1,17,30,26,N/A,1,0,Industrial,Nairobi
Car,Car,22/04/18,02:30,1,14,40,44,1,1,0,Commercial,Nairobi
Bicycle,Motorbike,08/12/18,09:26,0,9,40,39,N/A,1,0,Residential,Nairobi
Pedestrian,Car,13/10/18,20:20,0,9,30,30,1,0,0,Residential,Kehancha
Pedestrian,Pedestrian,17/03/18,10:13,0,17,20,21,N/A,1,0,Agricultural,Mombasa
Pedestrian,Car,02/04/18,01:50,0,10,40,43,0,1,0,Agricultural,Mombasa
Pedestrian,Pedestrian,16/04/18,17:29,1,5,40,49,N/A,0,0,Residential,Mombasa
Car,Car,24/09/18,17:11,0,23,50,62,1,1,0,Commercial,Nakuru
Car,Car,09/02/18,19:05,0,11,60,72,1,1,0,Residential,Nairobi
Car,Car,15/06/18,19:56,1,3,60,69,0,1,0,Commercial,Nairobi
Car,Car,24/05/18,17:01,0,33,60,57,0,1,0,Residential,Nakuru
Car,Bicycle,01/12/18,22:20,1,20,50,45,1,1,0,Residential,Nairobi
Motorbike,Bicycle,19/06/18,12:15,0,13,30,41,N/A,1,0,Residential,Nairobi
Car,Car,21/06/18,18:13,1,13,60,54,1,1,0,Industrial,Nairobi
Car,Car,09/11/18,19:08,0,3,50,45,1,0,0,Residential,Kehancha
Pedestrian,Motorbike,21/03/18,22:47,0,23,20,12,N/A,1,0,Agricultural,Mombasa
Car,Motorbike,07/10/18,18:16,0,22,20,29,1,1,0,Agricultural,Nairobi
Bicycle,Pedestrian,19/07/18,09:19,1,11,30,25,N/A,1,0,Industrial,Eldoret
Car,Motorbike,25/10/18,18:51,0,21,50,50,0,1,0,Agricultural,Nairobi
Motorbike,Pedestrian,10/10/18,10:04,0,29,40,45,N/A,1,0,Residential,Eldoret
Car,Car,06/07/18,18:01,1,9,70,78,1,1,0,Commercial,Nairobi
Motorbike,Bicycle,21/10/18,20:08,1,20,40,43,N/A,1,0,Transport,Mombasa
Car,Motorbike,09/06/18,20:57,0,31,60,67,0,1,1,Residential,Kikuyu
Pedestrian,Bicycle,22/11/18,20:10,1,1,30,30,N/A,1,0,Transport,Mombasa
Car,Car,25/09/18,19:00,0,18,96.0,96.0,0,1,1,Residential,Nairobi
Car,Car,10/11/18,18:00,1,9,60,62,1,1,0,Commercial,Mombasa
Car,Motorbike,22/12/18,19:33,0,15,40,53,1,1,1,Residential,Nairobi
Pedestrian,Car,09/08/18,08:02,0,17,20,22,1,0,0,Agricultural,Nairobi
Car,Car,14/02/18,09:54,0,37,50,55,1,1,1,Transport,Kehancha
Car,Motorbike,23/07/18,17:21,0,18,40,26,1,1,0,Residential,Mombasa
Bicycle,Pedestrian,18/12/18,20:33,0,12,30,35,N/A,1,0,Agricultural,Nairobi
Car,Motorbike,02/11/18,20:30,0,22,40,34,1,1,0,Agricultural,Nairobi
Car,Car,22/01/18,09:30,0,12,40,43,0,1,0,Industrial,Nairobi
Motorbike,Bicycle,26/09/18,22:03,1,16,20,19,N/A,1,0,Residential,Mombasa
Motorbike,Pedestrian,16/06/18,19:25,0,11,30,30,N/A,1,0,Residential,Mombasa
Car,Pedestrian,13/08/18,17:53,1,21,40,44,0,1,0,Residential,Eldoret
Pedestrian,Car,04/07/18,19:47,1,13,50,49,1,1,0,Residential,Nairobi
Car,Bicycle,12/12/18,10:38,0,26,40,50,1,1,0,Residential,Nairobi
Pedestrian,Pedestrian,25/02/18,08:06,1,19,20,22,N/A,0,0,Residential,Kisumu
Motorbike,Pedestrian,06/07/18,19:01,0,18,32.0,29.0,N/A,1,0,Transport,Nairobi
Bicycle,Bicycle,24/05/18,17:29,0,0,30,31,N/A,0,0,Residential,Eldoret
Pedestrian,Car,27/01/18,17:40,1,8,40,47,1,0,0,Commercial,Nairobi
Car,Motorbike,22/03/18,09:49,0,23,40,28,0,1,0,Industrial,Nairobi
Motorbike,Car,11/03/18,20:19,0,26,50,40,0,1,1,Industrial,Kikuyu
Car,Car,01/02/18,14:31,1,20,40,37,0,1,0,Commercial,Kikuyu
Bicycle,Bicycle,18/11/18,17:46,0,17,40,39,N/A,0,0,Agricultural,Nairobi
Bicycle,Bicycle,25/10/18,20:02,0,25,30,27,N/A,1,0,Agricultural,Mombasa
Car,Car,18/01/18,18:36,0,20,50,61,1,1,0,Agricultural,Mombasa
Bicycle,Car,16/12/18,19:13,1,18,40,40,1,1,0,Commercial,Nairobi
Pedestrian,Pedestrian,02/01/18,17:45,0,16,30,38,N/A,0,0,Agricultural,Nairobi
Car,Car,08/01/18,10:40,1,14,40,46,1,1,0,Commercial,Nairobi
Car,Bicycle,07/06/18,20:38,0,10,30,29,1,1,0,Industrial,Nairobi
Car,Bicycle,07/11/18,23:25,1,16,20,34,1,1,0,Residential,Nairobi
Car,Motorbike,24/03/18,18:42,1,26,20,22,0,1,0,Residential,Kehancha
Car,Car,18/05/18,19:42,1,36,60,57,1,1,0,Residential,Nairobi
Bicycle,Car,11/08/18,09:29,0,22,30,37,1,1,0,Agricultural,Mombasa
Pedestrian,Car,01/04/18,14:01,0,3,20,20,1,0,0,Residential,Kehancha
Car,Motorbike,17/11/18,18:55,0,14,60,62,0,1,0,Industrial,Eldoret
Pedestrian,Car,19/07/18,07:42,1,35,40,34,1,1,0,Commercial,Mombasa
Motorbike,Car,21/02/18,19:31,1,7,40,40,1,1,0,Residential,Nakuru
Car,Car,07/01/18,04:11,0,14,50,41,0,1,0,Residential,Kikuyu
Car,Car,24/06/18,16:00,1,11,70,76,1,1,0,Residential,Nairobi
Bicycle,Bicycle,01/06/18,09:29,0,11,30,16,N/A,1,0,Agricultural,Mombasa
Motorbike,Pedestrian,21/03/18,19:39,1,25,40,49,N/A,1,0,Residential,Mombasa
Car,Motorbike,27/05/18,19:18,0,34,50,53,1,1,0,Residential,Nairobi
Pedestrian,Motorbike,27/07/18,19:49,0,19,40,43,N/A,1,0,Residential,Kehancha
Pedestrian,Car,15/04/18,19:15,0,16,40,40,1,1,0,Agricultural,Nairobi
Car,Car,22/04/18,19:47,0,14,40,50,1,1,0,Agricultural,Nairobi
Bicycle,Pedestrian,26/05/18,18:35,0,26,20,7,N/A,0,0,Agricultural,Mombasa
Bicycle,Pedestrian,10/01/18,20:27,0,18,40,42,N/A,1,0,Commercial,Nairobi
Car,Car,24/07/18,19:48,0,35,40,37,1,1,0,Commercial,Mombasa
Pedestrian,Car,11/10/18,09:07,0,13,30,32,0,1,0,Residential,Nakuru
Pedestrian,Bicycle,18/06/18,10:32,0,16,20,12,N/A,1,0,Residential,Nairobi
Pedestrian,Pedestrian,24/04/18,09:25,1,14,30,28,N/A,0,0,Residential,Nairobi
Motorbike,Motorbike,01/09/18,12:24,0,6,20,24,N/A,1,0,Industrial,Nairobi
Car,Motorbike,22/06/18,20:59,0,13,40,39,1,1,0,Agricultural,Nairobi
Car,Car,18/11/18,17:34,0,34,70,75,1,1,0,Agricultural,Nairobi
Motorbike,Car,26/02/18,20:42,1,22,60,57,1,1,0,Commercial,Nairobi
Car,Motorbike,17/07/18,18:03,1,7,30,18,1,0,0,Residential,Nairobi
Car,Car,27/05/18,03:13,0,14,60,56,1,1,0,Residential,Nakuru
Pedestrian,Motorbike,02/12/18,19:32,0,24,40,33,N/A,1,1,Commercial,Nairobi
Motorbike,Car,13/01/18,14:15,0,34,50,46,1,1,0,Residential,Mombasa
Pedestrian,Motorbike,03/11/18,04:31,0,12,40,33,N/A,1,0,Agricultural,Nairobi
Car,Car,04/09/18,22:20,0,18,70,73,1,1,0,Residential,Nairobi
Car,Motorbike,25/06/18,20:39,0,6,50,47,1,1,0,Commercial,Nairobi
Motorbike,Car,16/07/18,09:28,1,19,50,49,1,1,0,Residential,Kikuyu
Car,Pedestrian,26/08/18,08:46,0,1,40,28,1,0,0,Residential,Nairobi
Car,Car,09/05/18,09:51,0,15,60,49,1,1,1,Residential,Mombasa
Motorbike,Motorbike,07/06/18,01:20,0,17,20,33,N/A,1,1,Agricultural,Nairobi
Pedestrian,Motorbike,10/10/18,17:04,1,11,20,10,N/A,1,0,Residential,Nairobi
Pedestrian,Car,28/11/18,09:01,0,11,40,52,1,1,0,Agricultural,Nairobi
Car,Car,03/02/18,04:39,1,13,60,63,1,1,0,Commercial,Nairobi
Car,Motorbike,13/08/18,19:54,0,10,60,61,0,1,0,Transport,Kisumu
Pedestrian,Pedestrian,14/01/18,20:50,0,10,20,24,N/A,0,0,Agricultural,Eldoret
Pedestrian,Bicycle,18/12/18,10:39,0,9,20,23,N/A,1,0,Industrial,Kehancha
Car,Car,18/10/18,09:58,1,14,50,50,1,1,0,Residential,Nairobi
Car,Motorbike,05/09/18,18:46,0,9,50,64,0,1,0,Residential,Eldoret
Motorbike,Motorbike,11/09/18,17:21,0,1,40,44,N/A,1,0,Commercial,Nairobi
Motorbike,Car,23/08/18,18:47,1,19,50,42,0,1,0,Commercial,Eldoret
Bicycle,Car,26/02/18,10:11,0,16,40,34,0,1,0,Residential,Kehancha
Bicycle,Pedestrian,26/08/18,10:44,1,9,30,29,N/A,1,0,Residential,Mombasa
Pedestrian,Bicycle,13/12/18,01:14,0,20,20,17,N/A,1,0,Residential,Nairobi
Car,Car,04/06/18,10:14,0,17,50,63,1,1,1,Agricultural,Nairobi
Car,Car,28/06/18,08:04,0,20,40,28,1,1,0,Residential,Mombasa
Motorbike,Motorbike,26/12/18,10:05,1,34,40,40,N/A,1,0,Commercial,Kikuyu
Motorbike,Car,25/10/18,20:14,1,20,50,42,1,1,0,Residential,Nairobi
Motorbike,Car,22/05/18,02:24,1,22,60,71,1,1,0,Commercial,Mombasa
Bicycle,Pedestrian,06/01/18,17:51,0,30,20,31,N/A,1,0,Commercial,Eldoret
Car,Car,12/11/18,17:06,1,9,60,68,1,1,0,Commercial,Kikuyu
Car,Car,03/03/18,20:37,0,12,50,62,1,1,1,Industrial,Nairobi
Pedestrian,Bicycle,13/05/18,17:29,1,15,30,38,N/A,0,0,Residential,Nairobi
Motorbike,Car,20/04/18,22:35,0,13,30,33,1,1,0,Industrial,Nairobi
Bicycle,Bicycle,11/08/18,19:29,0,29,20,28,N/A,1,0,Agricultural,Nairobi
Car,Motorbike,19/11/18,20:29,0,8,50,60,0,1,0,Residential,Nairobi
Car,Car,19/07/18,13:40,0,17,60,73,1,1,0,Transport,Nairobi
Car,Car,25/01/18,20:23,0,2,60,53,0,1,0,Industrial,Nakuru
Car,Motorbike,03/10/18,16:36,0,18,60,54,1,1,0,Residential,Nairobi
Car,Pedestrian,17/12/18,19:07,1,28,40,45,1,1,0,Commercial,Nakuru
Car,Car,09/09/18,14:31,0,8,50,54,1,1,0,Residential,Nairobi
Car,Car,01/03/18,19:50,0,14,50,37,1,1,0,Residential,Nairobi
Motorbike,Motorbike,21/01/18,19:05,0,9,60,57,N/A,1,0,Agricultural,Mombasa
Car,Car,10/04/18,19:26,0,15,50,58,0,1,0,Agricultural,Eldoret
Bicycle,Bicycle,22/01/18,08:35,1,6,20,30,N/A,1,0,Residential,Nakuru
Car,Motorbike,14/05/18,15:04,0,18,50,36,0,1,0,Agricultural,Nairobi
Car,Motorbike,16/07/18,09:23,0,26,60,65,1,1,0,Agricultural,Nairobi
Car,Bicycle,13/05/18,17:23,0,29,40,37,0,1,0,Residential,Kisumu
Car,Car,18/09/18,20:04,1,18,40,33,1,1,0,Residential,Nairobi
Pedestrian,Bicycle,14/10/18,15:12,1,1,20,25,N/A,0,0,Commercial,Nairobi
Motorbike,Car,16/11/18,20:28,0,29,60,53,1,1,0,Residential,Nairobi
Car,Car,26/01/18,17:28,0,20,50,43,1,1,0,Agricultural,Nairobi
Motorbike,Motorbike,25/04/18,18:25,0,18,40,33,N/A,1,0,Residential,Mombasa
Bicycle,Bicycle,17/04/18,04:57,0,14,20,20,N/A,1,0,Agricultural,Kisumu
Car,Pedestrian,02/10/18,20:27,0,5,20,16,1,1,0,Agricultural,Kehancha
Car,Car,04/04/18,10:06,0,25,40,29,0,1,0,Residential,Nairobi
Car,Car,09/12/18,20:47,1,7,50,61,0,1,0,Transport,Eldoret
Pedestrian,Bicycle,04/08/18,20:29,0,13,30,30,N/A,1,0,Residential,Kikuyu
Pedestrian,Car,23/02/18,18:19,0,30,30,26,1,0,0,Agricultural,Mombasa
Car,Car,04/10/18,17:15,1,21,50,63,1,1,0,Residential,Mombasa
Bicycle,Pedestrian,27/08/18,12:15,0,8,30,30,N/A,0,0,Agricultural,Nairobi
Bicycle,Pedestrian,21/06/18,18:47,0,24,20,32,N/A,0,0,Residential,Nairobi
Car,Motorbike,15/12/18,19:15,1,17,20,14,1,1,0,Residential,Nairobi
Car,Car,20/01/18,15:08,0,7,70,63,1,1,0,Agricultural,Nairobi
Car,Car,24/11/18,18:30,0,21,30,33,1,1,0,Residential,Kikuyu
Car,Pedestrian,03/11/18,08:06,1,5,30,36,1,1,0,Commercial,Kehancha
Bicycle,Bicycle,23/02/18,18:25,0,26,20,15,N/A,0,0,Agricultural,Eldoret
Pedestrian,Bicycle,25/02/18,19:32,0,19,30,41,N/A,1,0,Industrial,Nairobi
Car,Car,20/05/18,17:59,0,22,50,45,1,1,0,Agricultural,Mombasa
Bicycle,Car,09/08/18,17:10,0,20,30,30,0,1,0,Agricultural,Mombasa
Motorbike,Car,17/05/18,04:58,0,35,30,29,1,1,0,Residential,Mombasa
Car,Car,11/12/18,20:12,0,18,60,50,0,1,1,Residential,Mombasa
Bicycle,Pedestrian,02/04/18,18:27,0,22,30,31,N/A,0,0,Transport,Nairobi
Bicycle,Car,24/06/18,02:13,0,6,50,52,1,1,0,Agricultural,Nairobi
Bicycle,Car,04/06/18,13:13,0,15,30,28,1,1,0,Residential,Nairobi
Motorbike,Car,08/08/18,15:24,0,27,50,49,1,1,0,Residential,Mombasa
Car,Car,06/10/18,05:40,0,18,60,59,1,1,0,Residential,Mombasa
Pedestrian,Motorbike,22/06/18,08:30,0,24,30,31,N/A,1,0,Agricultural,Nairobi
Bicycle,Pedestrian,16/11/18,10:03,1,11,30,21,N/A,0,0,Commercial,Eldoret
Car,Car,11/08/18,10:03,0,21,60,62,1,1,0,Residential,Kisumu
Car,Car,05/10/18,18:27,0,21,60,69,1,1,0,Industrial,Nairobi
Car,Car,04/12/18,04:53,0,26,50,41,1,1,0,Agricultural,Nairobi
Car,Motorbike,28/01/18,03:26,0,19,50,50,1,1,0,Industrial,Nairobi
Car,Motorbike,17/10/18,04:23,1,6,50,55,1,1,0,Residential,Nairobi
Motorbike,Car,19/01/18,07:57,1,23,50,51,1,1,0,Residential,Mombasa
Car,Car,28/10/18,17:42,0,23,60,60,1,1,0,Residential,Kisumu
Motorbike,Motorbike,14/12/18,11:28,0,29,40,36,N/A,1,0,Agricultural,Mombasa
Car,Motorbike,16/08/18,21:13,1,18,50,57,1,1,0,Residential,Nairobi
Pedestrian,Bicycle,26/09/18,09:51,0,35,40,46,N/A,1,0,Residential,Nairobi
Car,Motorbike,27/03/18,04:57,0,27,40,42,1,1,0,Residential,Mombasa
Motorbike,Motorbike,09/08/18,13:24,1,1,50,50,N/A,1,1,Residential,Nairobi
Car,Car,25/06/18,05:33,0,24,50,55,1,1,0,Residential,Nairobi
Pedestrian,Bicycle,12/12/18,02:03,1,17,30,23,N/A,1,0,Residential,Mombasa
Car,Car,26/06/18,19:01,0,12,60,64,0,1,1,Agricultural,Eldoret
Car,Motorbike,15/11/18,19:47,0,15,50,54,1,1,1,Agricultural,Nairobi
Pedestrian,Bicycle,26/04/18,23:35,1,1,20,16,N/A,1,0,Commercial,Nairobi
Car,Car,25/12/18,14:31,1,22,60,60,1,1,0,Residential,Nairobi
Car,Motorbike,20/03/18,18:44,0,26,40,28,1,1,0,Agricultural,Nairobi
Bicycle,Car,05/12/18,19:03,0,17,40,51,1,1,0,Residential,Nairobi
Car,Car,09/09/18,21:04,0,27,40,35,1,1,0,Residential,Nairobi
Car,Bicycle,24/03/18,02:03,0,18,40,36,1,1,0,Transport,Nairobi
Pedestrian,Pedestrian,25/06/18,07:12,0,25,20,18,N/A,0,0,Residential,Nairobi
Pedestrian,Pedestrian,07/12/18,18:39,0,20,30,24,N/A,1,0,Residential,Mombasa
Pedestrian,Motorbike,16/01/18,09:17,1,0,20,11,N/A,1,0,Commercial,Mombasa
Car,Car,09/06/18,21:01,1,17,60,63,0,1,0,Commercial,Eldoret
Car,Car,20/08/18,18:18,0,4,50,56,0,1,0,Residential,Nairobi
Car,Pedestrian,28/06/18,08:11,0,13,30,25,1,1,0,Agricultural,Nairobi
Bicycle,Bicycle,23/12/18,19:21,0,18,30,30,N/A,1,0,Agricultural,Nairobi
Bicycle,Bicycle,07/03/18,09:03,0,23,30,33,N/A,1,0,Agricultural,Nairobi
Motorbike,Bicycle,28/06/18,09:11,0,7,20,21,N/A,1,0,Commercial,Nairobi
Car,Motorbike,03/03/18,03:48,0,8,40,37,0,1,0,Residential,Kikuyu
Bicycle,Bicycle,18/04/18,08:43,0,2,30,19,N/A,1,0,Residential,Nairobi
Bicycle,Pedestrian,14/04/18,05:25,1,3,20,15,N/A,0,0,Agricultural,Nairobi
Car,Bicycle,05/06/18,20:02,1,5,30,30,0,1,0,Commercial,Eldoret
Motorbike,Car,08/07/18,09:35,1,6,40,41,1,1,0,Residential,Kehancha
Car,Car,19/08/18,17:23,1,22,50,35,1,1,0,Residential,Nairobi
Car,Motorbike,22/08/18,09:47,1,28,70,70,1,1,0,Residential,Nairobi
Car,Car,11/10/18,09:47,0,23,60,62,1,1,0,Industrial,Nairobi
Car,Car,15/02/18,19:17,0,21,50,58,1,1,0,Transport,Mombasa
Car,Car,15/05/18,19:13,0,9,50,46,1,1,0,Agricultural,Nairobi
Car,Car,27/07/18,19:38,0,34,50,51,1,1,0,Residential,Kikuyu
Bicycle,Bicycle,25/03/18,17:45,0,31,30,25,N/A,1,0,Agricultural,Nairobi
Motorbike,Motorbike,25/08/18,09:19,1,17,20,23,N/A,1,0,Residential,Nairobi
Car,Motorbike,15/10/18,08:09,0,32,50,65,1,1,0,Commercial,Kikuyu
Bicycle,Car,05/10/18,09:36,0,15,40,47,0,1,0,Commercial,Kikuyu
Car,Car,20/12/18,07:44,0,24,60,51,1,1,0,Agricultural,Nakuru
Pedestrian,Car,19/02/18,08:29,0,51,40,43,1,1,0,Agricultural,Mombasa
Pedestrian,Pedestrian,24/06/18,18:08,0,12,30,35,N/A,0,0,Agricultural,Nairobi
Car,Car,05/12/18,17:55,1,23,70,76,0,1,0,Commercial,Nakuru
Pedestrian,Car,25/01/18,09:12,0,12,20,22,1,1,0,Residential,Kikuyu
Bicycle,Pedestrian,25/07/18,08:38,0,16,30,16,N/A,1,0,Residential,Nairobi
Bicycle,Pedestrian,28/07/18,20:29,0,2,30,27,N/A,0,0,Agricultural,Nairobi
